Brand,model,Year,kmDriven,Transmission,Owner,FuelType,PostedDate,AdditionInfo,AskPrice,CarUrl
Skoda,Superb,2017,"65,000 km",Automatic,first,Petrol,Today,"Skoda Superb LK 1.8 TSI AT, 2017, Petrol","₹ 10,50,000",https://olx.in/item/cars-c84-used-skoda-superb-in-ballygunge-kolkata-iid-1788346983
Hyundai,Creta,2019,68000.0 km,Automatic,second,Petrol,Yesterday,"Hyundai Creta 1.6 VTVT SX AT, 2019, Petrol","₹ 11,75,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-alkapuri-vadodara-iid-1772520467
MG,ASTOR,2022,"63,000 km",Automatic,first,Petrol,Today,"MG ASTOR 1.5 Savvy CVT S Red, 2022, Petrol","₹ 12,45,000",https://olx.in/item/cars-c84-used-mg-astor-in-tifra-industrial-area-bilaspur-iid-1784537108
Maruti Suzuki,Swift-Dzire,2018,"104,000 km",Manual,first,hybrid,Today,Dezier in very good condition,"₹ 6,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-panvel-navi-mumbai-iid-1790264912
Toyota,Innova Hycross,2023,"18,000 km",Automatic,first,Diesel,Today,"Toyota Innova Hycross 2.0 GX 8 STR, 2023, Diesel","₹ 22,45,000",https://olx.in/item/cars-c84-used-toyota-innova-hycross-in-kumbakonam-tamil-nadu-iid-1782611065
Hyundai,Santro Xing,2014,"70,000 km",Manual,second,Petrol,Today,Santro Xing,"₹ 1,90,000",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-pathsala-gaon-pathsala-iid-1790273640
Toyota,Corolla Altis,2014,"80,000 km",Automatic,first,Petrol,Today,"Toyota Corolla Altis 2013-2017 VL MT, 2014, Petrol","₹ 4,94,999",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-punjabi-bagh-west-delhi-iid-1788476105
Maruti Suzuki,Alto,2009,"85,000 km",Manual,second,hybrid,4 days ago,"Maruti Suzuki Alto Green LXi (CNG), 2009, CNG & Hybrids","₹ 60,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-in-shahdara-delhi-iid-1787583166
Maruti Suzuki,Esteem,2007  ,,Manual,second,hybrid,Today,Maruti Suzuki Esteem 2007 CNG & Hybrids Good Condition,"₹ 1,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-esteem-in-udhna-surat-iid-1787620731
Maruti Suzuki,Wagon-R-1-0,2015,"72,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Wagon R 1.0 LXi CNG, 2015, CNG & Hybrids","₹ 2,55,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-1-0-in-tilak-nagar-delhi-iid-1790239922
Honda,Jazz,2015,"95,000 km",Automatic,first,hybrid,Nov 06,"Honda Jazz V CVT, 2015, CNG & Hybrids","₹ 4,50,000",https://olx.in/item/cars-c84-used-honda-jazz-in-diva-thane-iid-1788903182
Toyota,Etios,2013,"150,000 km",Manual,second,Diesel,Today,Toyota Etios 2013,"₹ 2,80,000",https://olx.in/item/cars-c84-used-toyota-etios-in-moothakunnam-vadakkekara-iid-1790273137
Datsun,Redi Go,2019,"42,849 km",Manual,first,Petrol,Today,"Datsun Redi Go 1.0 Limited Edition 2018, 2019, Petrol","₹ 3,45,000",https://olx.in/item/cars-c84-used-datsun-redi-go-in-kayamkulam-bharanikkavu-iid-1787977055
Maruti Suzuki,Wagon-R,2014,"59,530 km",Manual,first,Petrol,Today,"Maruti Suzuki Wagon R VXI 1.0, 2014, Petrol","₹ 3,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-siddhartha-nagar-hyderabad-iid-1784664401
Mercedes-Benz,GLA Class,2017,"32,600 km",Automatic,second,Petrol,Oct 31,"Mercedes-Benz GLA Class 200 Sport, 2017, Petrol","₹ 17,50,000",https://olx.in/item/cars-c84-used-mercedes-benz-gla-class-in-mahalakshmi-mumbai-iid-1788691701
Audi,Q3,2015,"55,406 km",Automatic,first,Diesel,Today,"Audi Q3 2.0 TDI Quattro Premium Plus, 2015, Diesel","₹ 12,90,000",https://olx.in/item/cars-c84-used-audi-q3-in-industrial-area-chandigarh-iid-1788605042
Honda,Amaze,2015,"96,000 km",Manual,second,Petrol,Today,Honda Amaze 2015 Petrol,"₹ 3,60,000",https://olx.in/item/cars-c84-used-honda-amaze-in-korattur-tvs-nagar-chennai-iid-1790263324
Maruti Suzuki,Ciaz,2019,"52,380 km",Manual,second,Petrol,Today,"Maruti Suzuki Ciaz Smart Hybrid Delta , 2019, Petrol","₹ 6,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-netaji-subhash-place-delhi-iid-1785873291
Toyota,Yaris,2019,"59,000 km",Automatic,first,Petrol,Today,"Toyota Yaris J Optional CVT, 2019, Petrol","₹ 7,45,000",https://olx.in/item/cars-c84-used-toyota-yaris-in-sector-45-gurgaon-iid-1779316567
Maruti Suzuki,Wagon-R,2021,"44,000 km",Automatic,first,hybrid,Oct 28,Maruti Suzuki Wagon R 2021 CNG & Hybrids 44000 Km Driven,"₹ 5,85,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-bas-sujan-kiraoli-iid-1788404528
Maruti Suzuki,Ertiga,2014,"77,000 km",Manual,second,Diesel,Today,"Maruti Suzuki Ertiga SHVS VDI, 2014, Diesel","₹ 6,84,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-annur-coimbatore-iid-1787981190
Maruti Suzuki,Wagon R 1.0,2018,47000.0 km,Manual,first,hybrid,Yesterday,"Maruti Suzuki Wagon R 1.0 LXi CNG, 2018, CNG & Hybrids","₹ 4,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-10-in-india-gate-delhi-iid-1757969529
Honda,City,2015,"108,000 km",Manual,second,hybrid,Today,"Honda City 2014-2015 V MT, 2015, CNG & Hybrids","₹ 4,75,000",https://olx.in/item/cars-c84-used-honda-city-in-panvel-navi-mumbai-iid-1788497714
Maruti Suzuki,Celerio,2014,"56,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Celerio ZXI(O) MT, 2014, Petrol","₹ 3,55,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-jayanagar-bengaluru-iid-1751920068
Maruti Suzuki,Ertiga,2012,"92,500 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Ertiga 2012 vxi campiny record,"₹ 5,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-bharuch-ina-bharuch-iid-1790212472
Hyundai,Grand i10 Nios,2022,"80,000 km",Automatic,first,hybrid,Oct 28,Hyundai Grand i10 Nios 2022,"₹ 6,00,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-nios-in-andawa-allahabad-iid-1788394490
Honda,Mobilio,2015,"61,000 km",Manual,first,Diesel,Today,Honda Mobilio 2015 SMT Diesel Well Maintained,"₹ 2,45,000",https://olx.in/item/cars-c84-used-honda-mobilio-in-paschim-vihar-delhi-iid-1790271067
Maruti Suzuki,Ertiga,2022,"56,000 km",Manual,first,hybrid,Yesterday,"Maruti Suzuki Ertiga 2022-2023 VXI CNG, 2022, CNG & Hybrids","₹ 11,70,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-vijay-nagar-delhi-iid-1765655557
Ford,Ecosport,2018,"69,000 km",Automatic,second,Petrol,Oct 30,Ford Ecosport 2018 Petrol Good Condition,"₹ 3,99,999",https://olx.in/item/cars-c84-used-ford-ecosport-in-vaishno-devi-ahmedabad-iid-1788403310
Maruti Suzuki,Ertiga,2019,"112,000 km",Manual,first,Diesel,Today,"Maruti Suzuki Ertiga VDI SHVS, 2019, Diesel","₹ 9,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-bsnl-colony-nellore-iid-1790272783
Maruti Suzuki,Alto,2005,"135,000 km",Automatic,second,Petrol,Yesterday,Maruti Suzuki Alto 2005,"₹ 85,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-in-dhupsari-batala-iid-1790253661
Audi,Q3,2013,"95,000 km",Automatic,second,Diesel,Yesterday,"Audi Q3 2.0 TDI Quattro Premium Plus, 2013, Diesel","₹ 12,99,999",https://olx.in/item/cars-c84-used-audi-q3-in-whitefield-bengaluru-iid-1761079298
Land Rover,Discovery Sport,2017,"65,000 km",Automatic,first,Diesel,Today,"Land Rover Discovery Sport, 2017, Diesel","₹ 22,73,000",https://olx.in/item/cars-c84-used-land-rover-discovery-sport-in-mumbai-central-mumbai-iid-1788491519
Honda,City,2018,57700.0 km,Manual,first,hybrid,Today,"Honda City, 2018, CNG & Hybrids","₹ 8,90,000",https://olx.in/item/cars-c84-used-honda-city-in-udhna-surat-iid-1768214760
Honda,Amaze,2020,"68,000 km",Automatic,first,Petrol,Today,"Honda Amaze S (O) AT i-DTEC, 2020, Petrol","₹ 5,95,000",https://olx.in/item/cars-c84-used-honda-amaze-in-prashant-vihar-delhi-iid-1783644221
BMW,5 Series,2017,"55,000 km",Automatic,first,Diesel,Today,"BMW 5 Series [2017-2021] 2.0 520D Sport Line, 2017, Diesel","₹ 26,50,000",https://olx.in/item/cars-c84-used-bmw-5-series-in-karol-bagh-delhi-iid-1786397919
Mercedes-Benz,AMG C 43,2022,"14,000 km",Automatic,first,Petrol,Today,"Mercedes-Benz AMG C 43 4MATIC, 2022, Petrol","₹ 75,00,000",https://olx.in/item/cars-c84-used-mercedes-benz-amg-c-43-in-indira-nagar-lucknow-iid-1789724295
Toyota,Corolla Altis,2012,"116,000 km",Manual,second,Petrol,Dec 28,"Toyota Corolla Altis 1.8 J Plus, 2012, Petrol","₹ 5,25,000",https://olx.in/item/cars-c84-used-toyota-corolla-altis-in-vyttila-kochi-iid-1756450759
Maruti Suzuki,Ertiga,2022,"50,000 km",Manual,first,hybrid,Yesterday,Maruti Suzuki Ertiga 2022 CNG & Hybrids 50000 Km Driven,"₹ 10,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-majari-mafi-dehradun-iid-1790257092
Jeep,Compass,2018,"59,000 km",Automatic,second,Petrol,Oct 27,"Jeep Compass 1.4 Limited (O) Petrol DCT, 2018, Petrol","₹ 11,74,900",https://olx.in/item/cars-c84-used-jeep-compass-in-ernakulam-kochi-iid-1781075771
Toyota,2.8 Legender 4X2,2017,"28,000 km",Automatic,first,Petrol,Today,Toyota Fortuner 2017 Petrol 28000 Km Driven,"₹ 25,00,000",https://olx.in/item/cars-c84-used-toyota-28-legender-4x2-in-kalkaji-delhi-iid-1783977974
Honda,City,2013,"109,000 km",Automatic,second,hybrid,Nov 10,Honda City Automatic with CNG & Well Maintained,"₹ 4,10,000",https://olx.in/item/cars-c84-used-honda-city-in-kavesar-thane-iid-1789587619
Mahindra,Bolero,2020,"120,000 km",Manual,first,Diesel,Today,"Mahindra Bolero 1.5 B6, 2020, Diesel","₹ 7,85,000",https://olx.in/item/cars-c84-used-mahindra-bolero-in-thodupuzha-idukki-township-iid-1788851069
Hyundai,Eon,2013,"72,000 km",Manual,second,Petrol,Today,Hyundai EON 2013 Petrol Well Maintained,"₹ 1,55,000",https://olx.in/item/cars-c84-used-hyundai-eon-in-sawkuchi-guwahati-iid-1790272967
Maruti Suzuki,Baleno,2015,"60,000 km",Automatic,first,hybrid,2 days ago,"Maruti Suzuki Baleno 1.2 Delta AT, 2015, CNG & Hybrids","₹ 5,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-naranpura-ahmedabad-iid-1785714480
Mercedes-Benz,GLS,2021,"100,000 km",Automatic,first,Diesel,Today,Mercedes-Benz GLS 2021,"₹ 38,000",https://olx.in/item/cars-c84-used-mercedes-benz-gls-in-sector-19a-chandigarh-iid-1789754133
Maruti Suzuki,Ciaz,2016,"96,000 km",Manual,second,Diesel,Today,"Maruti Suzuki Ciaz VDI(O), 2016, Diesel","₹ 6,15,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-peelamedu-coimbatore-iid-1789822211
Hyundai,Xcent,2015,"65,000 km",Manual,first,hybrid,Yesterday,"Hyundai Xcent SX 1.2, 2015, CNG & Hybrids","₹ 3,40,000",https://olx.in/item/cars-c84-used-hyundai-xcent-in-kohat-enclave-delhi-iid-1787955702
Hyundai,Santro Xing,2009,"110,000 km",Manual,second,Petrol,Today,Hyundai Santro Xing 2009 Petrol 110000 Km Driven,"₹ 1,56,999",https://olx.in/item/cars-c84-used-hyundai-santro-xing-in-sai-nagar-guntur-iid-1790263641
Skoda,Rapid,2017,"55,000 km",Automatic,second,hybrid,Yesterday,"Skoda Rapid 1.6 Ambition Plus MPI, 2017, CNG & Hybrids","₹ 5,75,000",https://olx.in/item/cars-c84-used-skoda-rapid-in-dwarka-delhi-iid-1789088549
BMW,5 Series,2017,"59,000 km",Automatic,first,Diesel,Today,"BMW 5 Series 3.0 530D M Sport, 2017, Diesel","₹ 36,50,000",https://olx.in/item/cars-c84-used-bmw-5-series-in-andheri-west-mumbai-iid-1770957395
Volkswagen,VentoTest,2011,"98,000 km",Manual,first,Diesel,Today,"Volkswagen Vento 2010-2013 Diesel Highline, 2011, Diesel","₹ 4,40,000",https://olx.in/item/cars-c84-used-volkswagen-ventotest-in-gandhipuram-coimbatore-iid-1790270558
Tata,Nexon,2019,"52,000 km",Automatic,first,hybrid,Yesterday,"Tata Nexon 1.2 Revotron XTA, 2019, CNG & Hybrids","₹ 5,10,000",https://olx.in/item/cars-c84-used-tata-nexon-in-sector-12-faridabad-iid-1790238940
Maruti Suzuki,Ritz,2014,"91,440 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Ritz Zxi BS-IV, 2014, CNG & Hybrids","₹ 3,35,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-adajan-surat-iid-1785249306
Maruti Suzuki,maruti-suzuki-brezza,2024,"2,000 km",Manual,first,hybrid,Yesterday,"Maruti Suzuki Brezza 1.5 ZXI CNG, 2024, CNG & Hybrids","₹ 13,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-maruti-suzuki-brezza-in-kalyan-thane-iid-1784257216
Toyota,Fortuner,2017,110000.0 km,Automatic,first,Diesel,Today,"Toyota Fortuner 3.0 4x2 Automatic, 2017, Diesel","₹ 27,00,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-sarabha-nagar-ludhiana-iid-1774605778
Hyundai,Santro,2018,"35,000 km",Automatic,first,hybrid,3 days ago,"Hyundai Santro Sportz, 2018, CNG & Hybrids","₹ 4,50,000",https://olx.in/item/cars-c84-used-hyundai-santro-in-meerut-cantonment-residential-area-meerut-iid-1764554825
Maruti Suzuki,Celerio,2017,"57,000 km",Automatic,first,hybrid,Yesterday,"Maruti Suzuki Celerio ZXI AMT, 2017, CNG & Hybrids","₹ 3,99,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-patparganj-delhi-iid-1788290403
Hyundai,i20,2014,"38,000 km",Automatic,first,Petrol,Today,"Hyundai i20 Sportz 1.4 AT VTVT, 2014, Petrol","₹ 4,15,000",https://olx.in/item/cars-c84-used-hyundai-i20-in-niranjan-pur-dehradun-iid-1785116209
Honda,BRV,2018,"66,000 km",Automatic,second,hybrid,Nov 06,"Honda BR-V i-VTEC V CVT, 2018, CNG & Hybrids","₹ 6,80,000",https://olx.in/item/cars-c84-used-honda-brv-in-nanpura-surat-iid-1789215978
Maruti Suzuki,Estilo,2009,"99,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Estilo LXI CNG, 2009, CNG & Hybrids","₹ 1,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-estilo-in-pune-vidyapith-pune-iid-1782020694
Maruti Suzuki,Omni,2008  ,,Manual,second,hybrid,Yesterday,Sell for car,"₹ 51,786",https://olx.in/item/cars-c84-used-maruti-suzuki-omni-in-adajan-patia-surat-iid-1790226371
Chevrolet,Trailblazer,2015,"116,000 km",Manual,second,Diesel,Nov 09,"Chevrolet Trailblazer LTZ 4X2 AT, 2015, Diesel","₹ 6,85,000",https://olx.in/item/cars-c84-used-chevrolet-trailblazer-in-noida-extension-noida-iid-1789493582
Maruti Suzuki,Swift-Dzire,2018,"27,000 km",Automatic,second,Petrol,Yesterday,"Maruti Suzuki Swift Dzire VXI(O) AMT, 2018, Petrol","₹ 6,15,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-aluva-kerala-iid-1788469299
Honda,BRV,2018,"81,001 km",Manual,first,Diesel,Today,"Honda BR-V i-DTEC VX MT, 2018, Diesel","₹ 7,51,000",https://olx.in/item/cars-c84-used-honda-brv-in-nana-varachha-surat-iid-1790273487
Hyundai,Creta,2023,"27,500 km",Manual,first,Petrol,6 days ago,"Hyundai Creta, 2023, Petrol","₹ 12,00,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-karol-bagh-delhi-iid-1789198478
Toyota,Corolla,2008,"52,000 km",Automatic,second,Petrol,Oct 29,"Toyota Corolla H4 1.8G, 2008, Petrol","₹ 2,95,000",https://olx.in/item/cars-c84-used-toyota-corolla-in-goregaon-west-mumbai-iid-1768514205
Hyundai,Grand i10,2013,"67,000 km",Manual,second,Petrol,Today,"Hyundai Grand i10 2013-2016 Magna, 2013, Petrol","₹ 2,95,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-vile-parle-west-mumbai-iid-1790078909
Honda,Civic,2011,"77,000 km",Automatic,second,hybrid,4 days ago,Honda Civic 2011 CNG & Petrol 74000 Km Driven,"₹ 1,90,000",https://olx.in/item/cars-c84-used-honda-civic-in-green-fields-faridabad-iid-1787582511
